"timeMillisSpent","calculateCountPerSecond"
4458,69
8699,0
8699,2000
12999,0
17321,0
21806,0
26171,0
30742,0
35306,0
39863,0
44404,0
48776,1
53274,0
57653,0
62030,0
66276,0
70548,0
75057,0
79370,1
83648,0
87905,1
92295,0
96671,0
100902,0
105259,0
105260,3000
109646,150
109646,2000
114018,42
118407,0
122861,0
127369,0
127369,1000
131716,0
136107,0
140340,0
140340,1000
144638,1
144638,1000
148902,13
153284,0
157629,0
162086,0
166423,0
170792,0
175013,0
179557,0
183976,0
188342,0
192504,0
196804,0
201103,0
205426,0
209707,0
214214,0
214214,1000
218695,2
218695,2000
223022,8
227354,0
227354,1000
231638,4
235866,0
235866,1000
240137,7
240137,3000
244551,11
249062,0
253447,0
257797,0
262278,1
266809,0
271300,0
279919,0
279920,3000
284292,4
288594,0
288594,2000
292942,3
297238,0
297239,2000
301623,6
306215,0
310586,0
315000,2
319583,0
323978,0
328332,0
332658,0
332659,2000
337176,5
341598,0
346084,0
350484,0
354854,0
359255,0
363619,0
367957,0
372304,0
376695,1
381236,1
385532,0
390095,0
394696,1
399227,0
403659,0
408003,0
412562,0
416838,0
421084,0
425415,0
429964,0
434312,0
438549,0
442905,0
447414,0
451734,0
460262,0
464574,0
473437,1
477789,0
482149,0
486420,0
490758,0
490758,1000
495301,74
499704,0
499704,1000
504053,0
508430,0
512837,0
517165,0
521580,0
525882,0
530185,0
534596,0
539058,0
543271,0
547486,0
551864,0
556377,0
560761,0
565128,0
569586,0
573884,0
578239,1
582759,0
587187,0
591632,0
591632,1000
596070,9
600506,0
